page,clicks,impressions,ctr,position
https://www.myglobalhealth.online/czechia/cs,15,468,0.03205128205128205,11.057692307692308
https://www.myglobalhealth.online/czechia/en/services/lekar-online-praha,13,124,0.10483870967741936,5.435483870967742
https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,12,313,0.038338658146964855,10.79552715654952
https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,11,681,0.016152716593245228,10.348017621145374
https://www.myglobalhealth.online/czechia/cs/services/muzske-zdravi-online,9,40,0.225,2.125
https://www.myglobalhealth.online/czechia/en,8,193,0.04145077720207254,11.487046632124352
https://www.myglobalhealth.online/czechia/cs/doctors/dr-ahmed-maklad,5,31,0.16129032258064516,6.387096774193548
https://www.myglobalhealth.online/czechia/cs/services/obnoveni-lecby,5,56,0.08928571428571429,6.821428571428571
https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,4,682,0.005865102639296188,9.909090909090908
https://www.myglobalhealth.online/czechia/cs/doctors,4,69,0.057971014492753624,13.782608695652174
https://www.myglobalhealth.online/czechia/cs/services/cestovni-medicina-praha,4,22,0.18181818181818182,11.909090909090908
https://www.myglobalhealth.online/czechia/cs/services/detsky-lekar-online,4,96,0.041666666666666664,8.71875
https://www.myglobalhealth.online/czechia/cs/services/neschopenka-online,4,43,0.09302325581395349,16.74418604651163
https://www.myglobalhealth.online/czechia/cs/doctors/khoiamul-islam,3,18,0.16666666666666666,5.388888888888889
https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,3,229,0.013100436681222707,14.213973799126638
https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,3,899,0.0033370411568409346,12.025583982202447
https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,3,266,0.011278195488721804,35.81954887218045
https://www.myglobalhealth.online/czechia/en/blog/neschopenka-czech-sick-note-explained,3,506,0.005928853754940711,5.264822134387352
https://www.myglobalhealth.online/czechia/cs/blog/lekar-online-24-7-co-vyresi,2,106,0.018867924528301886,11.820754716981131
https://www.myglobalhealth.online/czechia/cs/services/travel-health-prague,2,72,0.027777777777777776,8.61111111111111
https://www.myglobalhealth.online/czechia/de,2,43,0.046511627906976744,10.511627906976743
https://www.myglobalhealth.online/czechia/de/blog/neschopenka-krankschreibung-in-tschechien,2,73,0.0273972602739726,4.178082191780822
https://www.myglobalhealth.online/czechia/en/services/neschopenka-online,2,45,0.044444444444444446,4.5777777777777775
https://www.myglobalhealth.online/czechia/en/services/zenske-zdravi-online,2,13,0.15384615384615385,5.230769230769231
https://www.myglobalhealth.online/czechia/cs/services/bolesti-pohyboveho-aparatu,1,4,0.25,45.75
https://www.myglobalhealth.online/czechia/cs/services/doporuceni-a-vysetreni,1,22,0.045454545454545456,13.636363636363637
https://www.myglobalhealth.online/czechia/cs/services/kontrola-vahy-online,1,38,0.02631578947368421,25.57894736842105
https://www.myglobalhealth.online/czechia/cs/services/kozni-konzultace-praha,1,51,0.0196078431372549,16.431372549019606
https://www.myglobalhealth.online/czechia/de/gp-consultation-online,1,14,0.07142857142857142,7.214285714285714
https://www.myglobalhealth.online/czechia/en/blog/online-doctor-czechia-what-it-solves,1,16,0.0625,11.3125
https://www.myglobalhealth.online/czechia/en/contact,1,16,0.0625,10.5625
https://www.myglobalhealth.online/czechia/en/legal,1,11,0.09090909090909091,23.90909090909091
https://www.myglobalhealth.online/czechia/en/tools/blood-pressure-chart,1,50,0.02,6.6
https://www.myglobalhealth.online/czechia/en/tools/bmi-calculator,1,26,0.038461538461538464,31.846153846153847
https://www.myglobalhealth.online/czechia/es/contact,1,3,0.3333333333333333,6.666666666666667
https://www.myglobalhealth.online/czechia/ro/doctors/khoiamul-islam,1,7,0.14285714285714285,23.285714285714285
https://www.myglobalhealth.online/czechia/cs/about,0,9,0,4.555555555555555
https://www.myglobalhealth.online/czechia/cs/blog/diabetes-ticha-nemoc,0,5,0,6.6
https://www.myglobalhealth.online/czechia/cs/book,0,36,0,15.416666666666666
https://www.myglobalhealth.online/czechia/cs/contact,0,4,0,18.25
https://www.myglobalhealth.online/czechia/cs/faq,0,3,0,5.666666666666667
https://www.myglobalhealth.online/czechia/cs/legal,0,6,0,9.333333333333334
https://www.myglobalhealth.online/czechia/cs/legal/complaints-procedure,0,4,0,8.25
https://www.myglobalhealth.online/czechia/cs/legal/cookie-policy,0,4,0,7
https://www.myglobalhealth.online/czechia/cs/legal/medical-disclaimer,0,3,0,8.666666666666668
https://www.myglobalhealth.online/czechia/cs/legal/privacy-policy,0,4,0,5.25
https://www.myglobalhealth.online/czechia/cs/legal/refund-policy,0,21,0,7.857142857142857
https://www.myglobalhealth.online/czechia/cs/legal/terms-of-service,0,2,0,6
https://www.myglobalhealth.online/czechia/cs/services/chronicka-onemocneni,0,5,0,34.2
https://www.myglobalhealth.online/czechia/cs/services/dusevni-zdravi-online,0,5,0,55.4
https://www.myglobalhealth.online/czechia/cs/services/lekar-online-praha,0,35,0,7.628571428571429
https://www.myglobalhealth.online/czechia/cs/services/vypadavani-vlasu-online,0,5,0,59.8
https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,0,618,0,34.62459546925567
